Date,Location,City,Country,Domestic/Int'l,Latitude,Longitude,Target,Tactic,Venue,Content,Source
20 June 2023,"London, United Kingdom",London,United Kingdom,International,51.5205386892323,-0.164380059193459,Celebrity,Stalking,Communication Channels,"A UK court sentenced social media influencer Orla Sloan to 12 weeks in prison and issued her a five-year restraining order for harassing and stalking three professional British football players. Sloan was formerly romantically involved with Mason Mount and repeatedly contacted him seeking clarification on their relationship. When she didn’t receive a response, she began to harass Mount creating fake social media accounts and changing her phone number over 20 times after being blocked. Ms. Sloan also repeatedly harassed Billy Gilmour and Ben Chilwell via social media using the same tactics to contact Mr. Mount. At her sentencing hearing Sloan admitted to the harassment of all three players stating she was upset at being ignored by Mount and had contacted Chilwell and Gilmour to get to Mount.",https://theathletic.com/4625332/2023/06/21/chelsea-mount-gilmour-chilwell-devil-baby-stalker/?smtyp=cur&smid=tw-nytimes
20 June 2023,"Los Angeles, CA, USA",Los Angeles,USA,Domestic,34.0372496583516,-118.30671114631,Celebrity,Attack,Public Area,A fan rushed the stage and slapped singer Ava Max during a concert in Los Angeles. Witness accounts state the man rushed the stage after the end of the last song attempting to touch the singer before security detained him. The artist later tweeted that the fan had scratched her eye.,https://www.tmz.com/2023/06/21/ava-max-concert-slapped-face-bebe-rexha/
20 June 2023,"Topeka, KS, USA",Topeka,USA,Domestic,39.0372658677911,-95.6840005595945,State Government,Harassment,Office,State and federal authorities are investigating the approximately 100 letters containing a white power that have been received by Kansas state legislators and public officials. No injuries have been reported and preliminary tests on a small sample of the letters have come back negative for “common biological agents of concern” according to the Kansas Bureau of Investigations (KBI). The KBI has not released information on the motives behind the letters. Suspicious letters targeting multiple state lawmakers have been reported this month in Tennessee and Montana as well.,https://fox4kc.com/news/kbi-investigating-suspicious-letters-with-white-powder-sent-to-kansas-officials/
22 June 2023,"Narita, Japan",Narita,Japan,International,35.771995663241,140.386450117129,Celebrity,Verbal/Written Threat,Communication Channels,"Former Japanese lawmaker Yoshikazu Higashitani was served an arrest warrant for online intimidation. He is suspected of intimidating Go Ayano and Kimio Fukutani on Instagram and the livestreaming platform TwitCasting allegedly stating “Think how critically damaging it would be for a celebrity to come to a trial,"" and, ""Doing this will make it hard for your wife and children to lead their lives"". Higashitani rose to prominence posting videos about celebrity scandals on YouTube under the alias GaaSyy. He was stripped of his status as a lawmaker in March for not attending an Upper House session. A resident of the UAE, Higashitani was placed on an international wanted list in April and Japanese police arrested him in early June after returning to Japan.",https://www.japantimes.co.jp/news/2023/06/24/national/crime-legal/gaasyy-indictment/
22 June 2023,"Nashville, TN, USA",Nashville,USA,Domestic,36.1656297293596,-86.7841827637983,State Government,Harassment,Office,"Police placed Tennessee’s legislative office building on lockdown due to an unknown powdery substance found in letters mailed to Tennessee state House Republicans. The letters contained politically motivated threats specifically targeting Republican leaders. The FBI is working with local law enforcement to determine how many letters were sent and the individual responsible for mailing the letters. No injuries were reported, and the building was re-opened after being placed on lockdown for roughly three hours. It is unclear if the incident is linked to similar letters mailed to Montana state lawmakers.",https://www.tennessean.com/story/news/crime/2023/06/22/suspicious-substance-shuts-down-tennessee-legislative-building/70347207007/
24 June 2023,"South Lake Tahoe, CA, USA",South Lake Tahoe,USA,Domestic,38.869403645335,-120.012599549539,Celebrity,Stalking,Public Area,"Golfer Paige Spiranac has filed a restraining order against Los Angeles resident Eric Fuhs whom she claims has followed her to tournaments. Fuhs reportedly followed the golfer to a tournament in South Lake Tahoe where he asked for a picture with her and accused her of scamming him out of $10,000 while acting in a “hostile manner.” Fuhs has been ordered to stay 100 yards away from Spiranac, her home and workplace. Fuhs already has a restraining order against him through May 2024 for previously stalking actress Olivia Wilde.",https://www.yahoo.com/entertainment/golfer-paige-spirinac-files-restraining-203523646.html
26 June 2023,"Billings, MT, USA",Billings,USA,Domestic,45.7856183640038,-108.501474517061,State Government,Harassment,Office,"Montana state Republican lawmakers reported receiving a fourth suspicious letter containing white powder that investigators later determined to be non-hazardous. Representative Sue Vinton (R-Billings) turned the letter she received over to the Yellowstone County Sheriff’s office who deemed it safe. House Speaker Matt Reiger (R-Kalispel), Rep. Neil Duram (R-Eureka) and Rep. Rhonda Knudsen (R-Culbertson) have all received similar letters in the preceding days and weeks. Law enforcement has instructed all Montana legislators to not open any suspicious mail and immediately report it to local authorities.",https://www.ktvq.com/news/montana-news/billings-state-representative-receives-fourth-suspicious-letter
28 June 2023,"London, United Kingdom",London,United Kingdom,International,51.5297842504004,-0.171995468973534,Celebrity,Harassment,Restricted Area,"Three protesters invaded the pitch at the Lord’s Cricket Ground to protest oil & gas development projects during the first day of the Ashes cricket match between England and Australia. The three protesters wore “Just Stop Oil” shirts and spread orange powder on the field, disrupting play. One of England’s players physically picked up one of the protesters and carried him off the field. The three intruders face charges of aggravated trespass and public nuisance.",https://news.sky.com/story/ashes-match-between-england-and-australia-disrupted-by-just-stop-oil-protest-12910976
28 June 2023,"New Britain, CT, USA",New Britain,USA,Domestic,41.6673135979067,-72.7770046645543,State Government,Attack,Public Area,"New Britain resident Andrey Desmond has been arrested for physically assaulting State Rep. Maryam Khan after attending Eid al-Adha services with her family. Desmond began making unwanted advances and attempted to prevent Khan from leaving the area and assaulted her, leaving her with minor injuries. Desmond is facing charges of assault, unlawful restraint, breach of peace, and interfering with police. The attack prompted a condemnation from the Council on American-Islamic Relations which urged law enforcement “to ensure the safety of the... Muslim community during the ongoing Eid al-Adha celebrations.”",https://www.cbsnews.com/news/connecticut-state-rep-maryam-khan-attacked-eid-service/
28 June 2023,"Boise, ID, USA",Boise,USA,Domestic,43.6033163225303,-116.198760011565,Celebrity,Harassment,Public Area,"Country singer Kelsea Ballerini had to briefly leave the stage and seek help after a concert-goer threw a bracelet and hit her in the face while performing at ExtraMile Arena in Boise. The artist wasn’t injured and stated, “it more so just scared me than hurt me”. There were no arrests.",https://www.foxnews.com/entertainment/kelsea-ballerini-hit-face-flying-object-leaves-concert-stage
29 June 2023,"Washington, DC, USA",Washington,USA,Domestic,38.9176623679588,-77.0578077483697,Federal Government,Verbal/Written Threat,Communication Channels,"Police arrested Seattle resident Taylor Taranto in former President Barack Obama’s DC neighborhood after claiming on social media that he had a detonator for an explosive. Taranto had an open warrant for his involvement in the January 6th US Capitol attack and has been charged with being a fugitive from justice. Police recovered firearms and materials to make explosives from Taranto’s vehicle. While no motive has been confirmed by law enforcement, social media accounts associated with Taranto recently posted a link to a website touting conspiracy theories about the Obama family.",https://www.cnn.com/2023/06/29/politics/taylor-taranto-january-6-explosive-obama-neighborhood/index.html
